,airline_name,flight_cost,depart_time,arrive_time,flight_duration,flight_flyscore,airline_rating,date,departure_airport,arrival_airport
41774,American,152,6:00AM,12:51PM,591,7.6,3.0,2018-01-11,JFK,SFO
41775,American,152,6:20AM,1:12PM,592,7.6,3.0,2018-01-11,EWR,SFO
41776,United,152,3:45PM,10:41PM,596,7.2,3.0,2018-01-11,LGA,SFO
41777,United,152,5:13PM,12:09AM,596,0.0,3.0,2018-01-11,LGA,SFO
41778,United,152,10:00AM,5:01PM,601,0.0,3.0,2018-01-11,LGA,SFO
41779,United,152,5:00PM,12:17AM,617,6.4,3.0,2018-01-11,LGA,SFO
41780,United,152,10:00AM,5:31PM,631,0.0,3.0,2018-01-11,LGA,SFO
41781,American,152,9:05AM,4:44PM,639,7.7,3.0,2018-01-11,EWR,SFO
41782,United,152,11:00AM,6:46PM,646,6.8,3.0,2018-01-11,LGA,SFO
41783,United,152,2:35PM,10:22PM,647,6.5,3.0,2018-01-11,LGA,SFO
41784,United,152,4:30PM,12:17AM,647,0.0,3.0,2018-01-11,LGA,SFO
41785,American,152,7:10AM,3:16PM,666,7.6,3.0,2018-01-11,EWR,SFO
41786,United,152,4:00PM,12:17AM,677,0.0,3.0,2018-01-11,LGA,SFO
41787,United,152,3:45PM,12:09AM,684,6.6,3.0,2018-01-11,LGA,SFO
41788,American,152,8:30AM,5:00PM,690,7.4,3.0,2018-01-11,EWR,SFO
41789,United,152,9:00AM,5:31PM,691,6.4,3.0,2018-01-11,LGA,SFO
41790,American,152,6:20AM,2:58PM,698,7.4,3.0,2018-01-11,EWR,SFO
41791,United,152,1:55PM,10:41PM,706,6.6,3.0,2018-01-11,LGA,SFO
41792,United,152,10:00AM,6:50PM,710,0.0,3.0,2018-01-11,LGA,SFO
41793,United,152,7:55AM,5:01PM,726,7.0,3.0,2018-01-11,LGA,SFO
41794,American,156,8:35AM,2:40PM,545,0.0,3.0,2018-01-11,LGA,SFO
41795,American,156,4:45PM,11:17PM,572,6.6,3.0,2018-01-11,LGA,SFO
41796,American,156,1:00PM,7:38PM,578,6.8,3.0,2018-01-11,JFK,SFO
41797,American,156,1:00PM,7:38PM,578,6.6,3.0,2018-01-11,LGA,SFO
41798,American,156,7:55AM,2:40PM,585,6.6,3.0,2018-01-11,LGA,SFO
41799,American,156,3:59PM,11:17PM,618,6.5,3.0,2018-01-11,LGA,SFO
41800,American,156,6:45AM,2:40PM,655,6.5,3.0,2018-01-11,LGA,SFO
41801,American,156,11:30AM,7:38PM,668,6.5,3.0,2018-01-11,LGA,SFO
41802,American,156,1:00PM,9:12PM,672,6.5,3.0,2018-01-11,LGA,SFO
41803,American,156,2:30PM,11:17PM,707,0.0,3.0,2018-01-11,LGA,SFO
41804,United,156,9:06AM,6:06PM,720,5.6,3.0,2018-01-11,LGA,SFO
41805,United,156,8:00AM,6:06PM,786,5.9,3.0,2018-01-11,LGA,SFO
41806,United,156,8:00AM,7:09PM,849,5.8,3.0,2018-01-11,LGA,SFO
41807,United,156,9:06AM,8:59PM,893,5.2,3.0,2018-01-11,LGA,SFO
41808,American,157,6:08AM,11:21AM,493,7.8,3.0,2018-01-11,LGA,SFO
41809,American,157,2:30PM,7:57PM,507,7.8,3.0,2018-01-11,LGA,SFO
41810,American,157,9:30AM,3:16PM,526,7.8,3.0,2018-01-11,LGA,SFO
41811,United,157,6:00AM,11:47AM,527,7.8,3.0,2018-01-11,LGA,SFO
41812,United,157,7:29PM,1:22AM,533,7.8,3.0,2018-01-11,LGA,SFO
41813,American,157,5:59PM,12:10AM,551,7.3,3.0,2018-01-11,LGA,SFO
41814,American,157,10:30AM,4:44PM,554,7.8,3.0,2018-01-11,LGA,SFO
41815,American,157,6:50AM,1:12PM,562,7.4,3.0,2018-01-11,LGA,SFO
41816,American,157,8:36AM,2:58PM,562,7.3,3.0,2018-01-11,LGA,SFO
41817,American,157,1:00PM,7:26PM,566,7.3,3.0,2018-01-11,LGA,SFO
41818,American,157,3:00PM,9:27PM,567,6.4,3.0,2018-01-11,LGA,SFO
41819,American,157,10:30AM,5:00PM,570,7.6,3.0,2018-01-11,LGA,SFO
41820,American,157,4:30PM,11:01PM,571,7.8,3.0,2018-01-11,LGA,SFO
41821,American,157,8:30AM,3:16PM,586,7.6,3.0,2018-01-11,LGA,SFO
41822,American,157,3:59PM,10:48PM,589,7.2,3.0,2018-01-11,LGA,SFO
41823,American,157,4:59PM,12:10AM,611,7.2,3.0,2018-01-11,LGA,SFO
41824,American,157,6:00AM,1:12PM,612,7.3,3.0,2018-01-11,LGA,SFO
41825,American,157,9:30AM,4:44PM,614,7.7,3.0,2018-01-11,LGA,SFO
41826,American,157,7:31AM,2:58PM,627,7.2,3.0,2018-01-11,LGA,SFO
41827,American,157,12:30PM,7:57PM,627,7.7,3.0,2018-01-11,LGA,SFO
41828,United,157,1:00PM,8:36PM,636,0.0,3.0,2018-01-11,LGA,SFO
41829,American,157,7:30AM,3:16PM,646,7.7,3.0,2018-01-11,LGA,SFO
41830,American,157,11:00AM,6:49PM,649,7.0,3.0,2018-01-11,LGA,SFO
41831,American,157,6:50AM,2:58PM,668,7.1,3.0,2018-01-11,LGA,SFO
41832,American,157,2:39PM,10:48PM,669,7.1,3.0,2018-01-11,LGA,SFO
41833,American,157,3:59PM,12:10AM,671,7.1,3.0,2018-01-11,LGA,SFO
41834,American,157,8:30AM,4:44PM,674,7.5,3.0,2018-01-11,LGA,SFO
41835,American,157,8:36AM,5:00PM,684,7.1,3.0,2018-01-11,LGA,SFO
41836,American,157,11:30AM,7:57PM,687,7.6,3.0,2018-01-11,LGA,SFO
41837,American,157,2:30PM,11:01PM,691,7.6,3.0,2018-01-11,LGA,SFO
41838,American,157,6:00AM,2:58PM,718,7.1,3.0,2018-01-11,LGA,SFO
41839,Frontier,160,9:20AM,6:04PM,704,4.9,2.5,2018-01-11,LGA,SFO
41840,American,166,1:00PM,9:12PM,672,6.4,3.0,2018-01-11,EWR,SFO
41841,American,167,5:30PM,11:01PM,511,7.8,3.0,2018-01-11,LGA,SFO
41842,American,167,1:30PM,7:57PM,567,7.8,3.0,2018-01-11,LGA,SFO
41843,American,167,12:50PM,7:22PM,572,7.6,3.0,2018-01-11,EWR,SFO
41844,American,167,4:15PM,10:55PM,580,7.6,3.0,2018-01-11,EWR,SFO
41845,American,167,10:30AM,6:26PM,656,7.4,3.0,2018-01-11,LGA,SFO
41846,American,167,10:30AM,7:26PM,716,7.4,3.0,2018-01-11,LGA,SFO
41847,JetBlue,179,6:50AM,10:29AM,399,8.8,4.0,2018-01-11,JFK,SFO
41848,JetBlue,179,11:40AM,3:20PM,400,8.8,4.0,2018-01-11,JFK,SFO
41849,JetBlue,179,9:40PM,1:22AM,402,8.8,4.0,2018-01-11,JFK,SFO
41850,American,179,7:00AM,10:49AM,409,8.1,3.0,2018-01-11,JFK,SFO
41851,JetBlue,179,9:20AM,1:10PM,410,8.8,4.0,2018-01-11,JFK,SFO
41852,JetBlue,179,8:05PM,11:55PM,410,8.8,4.0,2018-01-11,JFK,SFO
41853,JetBlue,179,4:00PM,7:53PM,413,8.8,4.0,2018-01-11,JFK,SFO
41854,American,179,6:40PM,10:36PM,416,8.1,3.0,2018-01-11,JFK,SFO
41855,American,179,4:20PM,8:17PM,417,8.1,3.0,2018-01-11,JFK,SFO
41856,Virgin America,186,7:00AM,12:43PM,523,7.8,4.0,2018-01-11,JFK,SFO
41857,Alaska,186,7:00AM,12:43PM,523,7.8,4.0,2018-01-11,JFK,SFO
41858,Alaska,186,7:15AM,1:54PM,579,7.7,4.5,2018-01-11,JFK,SFO
41859,Virgin America,186,7:00AM,1:53PM,593,7.7,4.0,2018-01-11,JFK,SFO
41860,Alaska,186,7:00AM,1:53PM,593,7.7,4.0,2018-01-11,JFK,SFO
41861,United,186,5:30PM,12:41AM,611,7.5,3.0,2018-01-11,EWR,SFO
41862,American,186,6:39AM,2:40PM,661,6.7,3.0,2018-01-11,JFK,SFO
41863,Virgin America,186,7:00AM,3:32PM,692,7.6,4.0,2018-01-11,JFK,SFO
41864,Alaska,186,7:00AM,3:32PM,692,7.6,4.0,2018-01-11,JFK,SFO
41865,American,186,11:06AM,7:38PM,692,6.6,3.0,2018-01-11,JFK,SFO
41866,United,187,10:00AM,5:03PM,603,0.0,3.0,2018-01-11,LGA,SFO
41867,United,187,8:00AM,5:03PM,723,5.5,3.0,2018-01-11,LGA,SFO
41868,United,187,7:00AM,5:03PM,783,5.4,3.0,2018-01-11,LGA,SFO
41869,United,190,6:00AM,9:26AM,386,8.6,3.0,2018-01-11,EWR,SFO
41870,United,190,10:35AM,6:06PM,631,5.7,3.0,2018-01-11,LGA,SFO
41871,United,190,10:20AM,6:06PM,646,5.8,3.0,2018-01-11,LGA,SFO
41872,United,190,12:00PM,8:59PM,719,5.9,3.0,2018-01-11,LGA,SFO
41873,Virgin America,192,7:00AM,6:03PM,843,7.4,4.0,2018-01-11,JFK,SFO
41874,Virgin America,192,7:00AM,8:12PM,972,7.2,4.0,2018-01-11,JFK,SFO
41875,Virgin America,192,7:00AM,1:08AM,1268,6.9,4.0,2018-01-11,JFK,SFO
41876,Virgin America,192,7:00AM,7:56AM,1676,6.3,4.0,2018-01-11,JFK,SFO
41877,Alaska,195,10:45AM,5:58PM,613,7.6,4.5,2018-01-11,JFK,SFO
41878,United,196,8:00AM,8:59PM,959,5.6,3.0,2018-01-11,LGA,SFO
41879,American,197,6:30AM,2:40PM,670,6.4,3.0,2018-01-11,EWR,SFO
41880,United,198,3:00PM,8:36PM,516,0.0,3.0,2018-01-11,LGA,SFO
41881,United,198,1:00PM,6:46PM,526,0.0,3.0,2018-01-11,LGA,SFO
41882,United,198,6:00AM,11:50AM,530,7.0,3.0,2018-01-11,LGA,SFO
41883,United,198,10:35AM,4:59PM,564,6.8,3.0,2018-01-11,LGA,SFO
41884,United,198,5:45AM,12:15PM,570,6.3,3.0,2018-01-11,LGA,SFO
41885,United,198,1:55PM,9:05PM,610,6.8,3.0,2018-01-11,LGA,SFO
41886,American,198,12:40PM,8:44PM,664,7.5,3.0,2018-01-11,EWR,SFO
41887,United,198,12:10PM,9:05PM,715,7.0,3.0,2018-01-11,LGA,SFO
41888,United,201,3:00PM,8:59PM,539,7.6,3.0,2018-01-11,EWR,SFO
41889,United,201,7:05AM,1:39PM,574,0.0,3.0,2018-01-11,EWR,SFO
41890,United,201,2:25PM,8:59PM,574,7.6,3.0,2018-01-11,EWR,SFO
41891,Alaska,201,7:15AM,3:21PM,666,7.5,4.5,2018-01-11,JFK,SFO
41892,Alaska,201,7:15AM,4:00PM,705,7.5,4.5,2018-01-11,JFK,SFO
41893,Alaska,201,7:15AM,4:51PM,756,7.4,4.5,2018-01-11,JFK,SFO
41894,Alaska,201,10:45AM,8:53PM,788,7.3,4.5,2018-01-11,JFK,SFO
41895,United,202,9:06AM,7:09PM,783,5.4,3.0,2018-01-11,LGA,SFO
41896,Alaska,205,3:51PM,11:03PM,612,7.6,4.5,2018-01-11,EWR,SFO
41897,United,207,3:00PM,12:41AM,761,7.4,3.0,2018-01-11,EWR,SFO
41898,United,208,6:00AM,3:34PM,754,6.6,3.0,2018-01-11,LGA,SFO
41899,JetBlue,209,7:26AM,2:20PM,594,8.2,4.0,2018-01-11,JFK,SFO
41900,Virgin America,211,12:30PM,6:03PM,513,7.8,4.0,2018-01-11,EWR,SFO
41901,Alaska,211,12:30PM,6:03PM,513,7.8,4.0,2018-01-11,EWR,SFO
41902,Virgin America,211,5:55PM,1:08AM,613,7.7,4.0,2018-01-11,EWR,SFO
41903,Alaska,211,5:55PM,1:08AM,613,7.7,4.0,2018-01-11,EWR,SFO
41904,Virgin America,211,4:07PM,11:22PM,615,7.7,4.0,2018-01-11,EWR,SFO
41905,Alaska,211,4:07PM,11:22PM,615,7.7,4.0,2018-01-11,EWR,SFO
41906,Virgin America,211,12:30PM,8:12PM,642,7.7,4.0,2018-01-11,EWR,SFO
41907,Alaska,211,12:30PM,8:12PM,642,7.7,4.0,2018-01-11,EWR,SFO
41908,Alaska,211,10:45AM,7:24PM,699,7.5,4.5,2018-01-11,JFK,SFO
41909,Virgin America,211,4:07PM,1:08AM,721,7.6,4.0,2018-01-11,EWR,SFO
41910,Alaska,211,4:07PM,1:08AM,721,7.6,4.0,2018-01-11,EWR,SFO
41911,United,215,12:00PM,8:36PM,696,6.3,3.0,2018-01-11,LGA,SFO
41912,United,215,8:00AM,5:31PM,751,6.2,3.0,2018-01-11,LGA,SFO
41913,Virgin America,217,12:30PM,9:34PM,724,7.6,4.0,2018-01-11,EWR,SFO
41914,Alaska,217,12:30PM,9:34PM,724,7.6,4.0,2018-01-11,EWR,SFO
41915,Virgin America,217,12:30PM,11:22PM,832,7.4,4.0,2018-01-11,EWR,SFO
41916,Virgin America,217,12:30PM,1:08AM,938,7.3,4.0,2018-01-11,EWR,SFO
41917,Virgin America,217,12:30PM,7:56AM,1346,6.7,4.0,2018-01-11,EWR,SFO
41918,Virgin America,221,4:55PM,11:22PM,567,7.8,4.0,2018-01-11,JFK,SFO
41919,Alaska,221,4:55PM,11:22PM,567,7.8,4.0,2018-01-11,JFK,SFO
41920,Alaska,221,9:00AM,3:32PM,572,7.8,4.0,2018-01-11,JFK,SFO
41921,Virgin America,221,9:00AM,3:32PM,572,7.8,4.0,2018-01-11,JFK,SFO
41922,Virgin America,221,11:30AM,6:03PM,573,7.8,4.0,2018-01-11,JFK,SFO
41923,Alaska,221,11:30AM,6:03PM,573,7.8,4.0,2018-01-11,JFK,SFO
41924,Alaska,221,1:00PM,8:12PM,612,7.7,4.0,2018-01-11,JFK,SFO
41925,Virgin America,221,1:00PM,8:12PM,612,7.7,4.0,2018-01-11,JFK,SFO
41926,Alaska,221,4:55PM,1:08AM,673,7.7,4.0,2018-01-11,JFK,SFO
41927,Virgin America,221,4:55PM,1:08AM,673,7.7,4.0,2018-01-11,JFK,SFO
41928,Alaska,221,1:00PM,9:34PM,694,7.6,4.0,2018-01-11,JFK,SFO
41929,Virgin America,221,1:00PM,9:34PM,694,7.6,4.0,2018-01-11,JFK,SFO
41930,Alaska,221,11:30AM,8:12PM,702,7.6,4.0,2018-01-11,JFK,SFO
41931,Virgin America,221,11:30AM,8:12PM,702,7.6,4.0,2018-01-11,JFK,SFO
41932,United,221,10:00AM,6:46PM,706,0.0,3.0,2018-01-11,LGA,SFO
41933,Virgin America,222,5:25PM,9:05PM,400,8.6,4.0,2018-01-11,EWR,SFO
41934,Alaska,222,5:25PM,9:05PM,400,8.6,4.0,2018-01-11,EWR,SFO
41935,Alaska,222,7:10PM,10:50PM,400,8.6,4.0,2018-01-11,EWR,SFO
41936,Virgin America,222,7:10PM,10:50PM,400,8.6,4.0,2018-01-11,EWR,SFO
41937,Alaska,226,9:20AM,4:00PM,580,7.7,4.5,2018-01-11,EWR,SFO
41938,Alaska,226,9:20AM,4:51PM,631,7.6,4.5,2018-01-11,EWR,SFO
41939,Alaska,227,9:00AM,6:03PM,723,7.6,4.0,2018-01-11,JFK,SFO
41940,Virgin America,227,9:00AM,6:03PM,723,7.6,4.0,2018-01-11,JFK,SFO
41941,Virgin America,227,11:30AM,9:34PM,784,7.5,4.0,2018-01-11,JFK,SFO
41942,Virgin America,227,1:00PM,11:22PM,802,7.5,4.0,2018-01-11,JFK,SFO
41943,Virgin America,227,9:00AM,8:12PM,852,7.4,4.0,2018-01-11,JFK,SFO
41944,Virgin America,227,8:05PM,7:56AM,891,7.4,4.0,2018-01-11,JFK,SFO
41945,Virgin America,227,11:30AM,11:22PM,892,7.3,4.0,2018-01-11,JFK,SFO
41946,Virgin America,227,1:00PM,1:08AM,908,7.3,4.0,2018-01-11,JFK,SFO
41947,Virgin America,227,9:00AM,9:34PM,934,7.3,4.0,2018-01-11,JFK,SFO
41948,Virgin America,227,11:30AM,1:08AM,998,7.2,4.0,2018-01-11,JFK,SFO
41949,Virgin America,227,1:00PM,7:56AM,1316,6.8,4.0,2018-01-11,JFK,SFO
41950,Virgin America,227,11:30AM,7:56AM,1406,6.7,4.0,2018-01-11,JFK,SFO
41951,Virgin America,227,9:00AM,7:56AM,1556,6.5,4.0,2018-01-11,JFK,SFO
41952,Alaska,230,7:30AM,11:05AM,395,8.6,4.0,2018-01-11,JFK,SFO
41953,Virgin America,230,7:30AM,11:05AM,395,8.6,4.0,2018-01-11,JFK,SFO
41954,Alaska,230,9:55AM,1:30PM,395,8.6,4.0,2018-01-11,JFK,SFO
41955,Virgin America,230,9:55AM,1:30PM,395,8.6,4.0,2018-01-11,JFK,SFO
41956,United,230,8:40AM,12:17PM,397,0.0,3.0,2018-01-11,EWR,SFO
41957,Alaska,230,11:55AM,3:33PM,398,8.6,4.0,2018-01-11,JFK,SFO
41958,Virgin America,230,11:55AM,3:33PM,398,8.6,4.0,2018-01-11,JFK,SFO
41959,Virgin America,230,4:45PM,8:30PM,405,8.6,4.0,2018-01-11,JFK,SFO
41960,Alaska,230,4:45PM,8:30PM,405,8.6,4.0,2018-01-11,JFK,SFO
41961,Alaska,230,6:59PM,10:50PM,411,8.6,4.0,2018-01-11,JFK,SFO
41962,Virgin America,230,6:59PM,10:50PM,411,8.6,4.0,2018-01-11,JFK,SFO
41963,Alaska,230,4:05PM,11:22PM,617,7.4,4.5,2018-01-11,EWR,SFO
41964,Alaska,230,4:05PM,12:03AM,658,7.3,4.5,2018-01-11,EWR,SFO
41965,American,231,6:30AM,3:16PM,706,7.6,3.0,2018-01-11,LGA,SFO
41966,American,231,7:30AM,4:44PM,734,7.5,3.0,2018-01-11,LGA,SFO
41967,American,231,10:30AM,7:57PM,747,7.5,3.0,2018-01-11,LGA,SFO
41968,American,231,1:30PM,11:01PM,751,7.5,3.0,2018-01-11,LGA,SFO
41969,Alaska,232,9:20AM,7:48PM,808,7.4,4.5,2018-01-11,EWR,SFO
41970,American,234,11:00AM,2:48PM,408,8.1,3.0,2018-01-11,JFK,SFO
41971,American,234,5:25PM,9:20PM,415,8.1,3.0,2018-01-11,JFK,SFO
41972,United,238,2:30PM,7:22PM,472,6.8,3.0,2018-01-11,LGA,SFO
41973,United,238,10:00AM,3:09PM,489,0.0,3.0,2018-01-11,LGA,SFO
41974,United,238,7:42AM,12:57PM,495,0.0,3.0,2018-01-11,LGA,SFO
41975,United,238,6:37PM,12:07AM,510,0.0,3.0,2018-01-11,LGA,SFO
41976,United,238,7:42AM,1:48PM,546,7.6,3.0,2018-01-11,LGA,SFO
41977,United,238,2:35PM,8:47PM,552,7.2,3.0,2018-01-11,LGA,SFO
41978,United,238,7:55AM,3:00PM,605,7.5,3.0,2018-01-11,LGA,SFO
41979,United,238,7:42AM,2:49PM,607,7.7,3.0,2018-01-11,LGA,SFO
41980,United,238,8:00AM,3:09PM,609,7.3,3.0,2018-01-11,LGA,SFO
41981,United,238,11:35AM,7:22PM,647,6.5,3.0,2018-01-11,LGA,SFO
41982,United,238,9:06AM,4:59PM,653,6.7,3.0,2018-01-11,LGA,SFO
41983,United,238,7:00AM,3:09PM,669,7.2,3.0,2018-01-11,LGA,SFO
41984,United,238,5:45AM,3:00PM,735,6.9,3.0,2018-01-11,LGA,SFO
41985,American,241,1:00PM,9:12PM,672,6.6,3.0,2018-01-11,JFK,SFO
41986,American,242,1:05PM,7:22PM,557,7.6,3.0,2018-01-11,JFK,SFO
41987,American,242,6:00AM,12:40PM,580,7.2,3.0,2018-01-11,JFK,SFO
41988,American,242,4:05PM,10:55PM,590,7.6,3.0,2018-01-11,JFK,SFO
41989,American,242,7:00AM,2:07PM,607,7.2,3.0,2018-01-11,JFK,SFO
41990,American,242,2:30PM,9:40PM,610,7.2,3.0,2018-01-11,JFK,SFO
41991,American,242,6:00AM,2:07PM,667,7.1,3.0,2018-01-11,JFK,SFO
41992,American,242,2:30PM,10:54PM,684,7.1,3.0,2018-01-11,JFK,SFO
41993,American,242,7:00AM,3:37PM,697,7.1,3.0,2018-01-11,JFK,SFO
41994,American,242,8:00AM,5:03PM,723,7.0,3.0,2018-01-11,JFK,SFO
41995,United,245,10:00AM,6:06PM,666,0.0,3.0,2018-01-11,LGA,SFO
41996,United,245,11:00AM,7:09PM,669,6.1,3.0,2018-01-11,LGA,SFO
41997,United,245,7:00AM,3:21PM,681,6.0,3.0,2018-01-11,LGA,SFO
41998,United,245,3:00PM,12:17AM,737,0.0,3.0,2018-01-11,LGA,SFO
41999,United,245,6:00AM,3:21PM,741,5.9,3.0,2018-01-11,LGA,SFO
42000,American,247,5:20PM,11:17PM,537,6.6,3.0,2018-01-11,LGA,SFO
42001,American,247,2:30PM,9:12PM,582,0.0,3.0,2018-01-11,LGA,SFO
42002,American,248,2:39PM,8:44PM,545,7.4,3.0,2018-01-11,LGA,SFO
42003,American,248,1:00PM,8:44PM,644,7.3,3.0,2018-01-11,LGA,SFO
42004,United,251,6:20PM,12:41AM,561,0.0,3.0,2018-01-11,EWR,SFO
42005,United,251,10:15AM,6:06PM,651,7.6,3.0,2018-01-11,EWR,SFO
42006,Virgin America,251,7:50AM,4:01PM,671,7.6,4.0,2018-01-11,JFK,SFO
42007,Alaska,251,7:50AM,4:01PM,671,7.6,4.0,2018-01-11,JFK,SFO
42008,Virgin America,257,7:50AM,5:01PM,731,7.6,4.0,2018-01-11,JFK,SFO
42009,Alaska,257,7:50AM,5:01PM,731,7.6,4.0,2018-01-11,JFK,SFO
42010,United,259,6:50AM,12:55PM,545,0.0,3.0,2018-01-11,EWR,SFO
42011,United,259,8:55AM,3:34PM,579,7.7,3.0,2018-01-11,EWR,SFO
42012,United,259,7:00AM,3:01PM,661,5.7,3.0,2018-01-11,LGA,SFO
42013,United,259,9:00AM,5:03PM,663,5.6,3.0,2018-01-11,LGA,SFO
42014,United,259,10:35AM,7:17PM,702,5.5,3.0,2018-01-11,LGA,SFO
42015,United,259,6:00AM,3:01PM,721,6.2,3.0,2018-01-11,LGA,SFO
42016,United,259,6:00AM,3:01PM,721,5.6,3.0,2018-01-11,LGA,SFO
42017,United,259,7:00AM,5:03PM,783,5.4,3.0,2018-01-11,LGA,SFO
42018,United,259,9:06AM,7:17PM,791,5.4,3.0,2018-01-11,LGA,SFO
42019,United,259,9:00AM,7:17PM,797,5.5,3.0,2018-01-11,LGA,SFO
42020,United,259,10:35AM,9:16PM,821,5.4,3.0,2018-01-11,LGA,SFO
42021,United,259,9:06AM,9:16PM,910,5.2,3.0,2018-01-11,LGA,SFO
42022,American,262,11:00AM,5:03PM,543,7.2,3.0,2018-01-11,JFK,SFO
42023,American,262,8:00AM,2:07PM,547,7.3,3.0,2018-01-11,JFK,SFO
42024,American,262,8:00AM,3:37PM,637,7.1,3.0,2018-01-11,JFK,SFO
42025,American,262,11:00AM,8:03PM,723,7.0,3.0,2018-01-11,JFK,SFO
42026,United,263,7:05AM,3:21PM,676,0.0,3.0,2018-01-11,EWR,SFO
42027,United,265,10:45AM,2:13PM,388,8.6,3.0,2018-01-11,EWR,SFO
42028,United,265,6:50AM,3:34PM,704,7.5,3.0,2018-01-11,EWR,SFO
42029,American,265,7:10AM,4:44PM,754,7.5,3.0,2018-01-11,EWR,SFO
42030,United,265,6:00AM,5:03PM,843,6.0,3.0,2018-01-11,LGA,SFO
42031,JetBlue,267,8:05AM,2:40PM,575,7.9,4.0,2018-01-11,JFK,SFO
42032,JetBlue,267,6:34AM,2:40PM,666,7.8,4.0,2018-01-11,JFK,SFO
42033,JetBlue,267,12:55PM,9:04PM,669,7.8,4.0,2018-01-11,EWR,SFO
42034,JetBlue,267,6:30AM,2:40PM,670,7.8,4.0,2018-01-11,LGA,SFO
42035,JetBlue,267,6:00AM,2:40PM,700,7.8,4.0,2018-01-11,EWR,SFO
42036,American,269,7:31AM,5:00PM,749,7.0,3.0,2018-01-11,LGA,SFO
42037,American,269,2:39PM,12:10AM,751,7.0,3.0,2018-01-11,LGA,SFO
42038,Alaska,272,7:50AM,6:03PM,793,6.7,4.0,2018-01-11,JFK,SFO
42039,Alaska,272,7:50AM,8:12PM,922,6.5,4.0,2018-01-11,JFK,SFO
42040,Alaska,272,7:50AM,9:34PM,1004,6.4,4.0,2018-01-11,JFK,SFO
42041,United,273,11:35AM,4:59PM,504,6.9,3.0,2018-01-11,LGA,SFO
42042,United,273,4:30PM,10:09PM,519,0.0,3.0,2018-01-11,LGA,SFO
42043,United,273,9:00AM,3:09PM,549,7.5,3.0,2018-01-11,LGA,SFO
42044,United,273,2:00PM,10:09PM,669,6.8,3.0,2018-01-11,LGA,SFO
42045,JetBlue,273,10:05AM,9:04PM,839,7.6,4.0,2018-01-11,EWR,SFO
42046,JetBlue,273,9:45AM,9:04PM,859,7.6,4.0,2018-01-11,LGA,SFO
42047,United,274,7:05AM,1:50PM,585,7.5,3.0,2018-01-11,EWR,SFO
42048,United,274,2:15PM,9:06PM,591,0.0,3.0,2018-01-11,EWR,SFO
42049,United,278,1:10PM,9:06PM,656,0.0,3.0,2018-01-11,EWR,SFO
42050,United,279,3:10PM,8:36PM,506,6.7,3.0,2018-01-11,EWR,SFO
42051,United,279,1:10PM,6:46PM,516,7.0,3.0,2018-01-11,EWR,SFO
42052,United,279,6:38PM,12:17AM,519,6.7,3.0,2018-01-11,EWR,SFO
42053,United,279,5:43PM,12:17AM,574,6.6,3.0,2018-01-11,EWR,SFO
42054,United,279,1:10PM,8:36PM,626,6.3,3.0,2018-01-11,EWR,SFO
42055,United,279,4:30PM,12:17AM,647,6.3,3.0,2018-01-11,EWR,SFO
42056,United,279,9:43AM,5:31PM,648,6.5,3.0,2018-01-11,EWR,SFO
42057,United,279,11:00AM,7:40PM,700,0.0,3.0,2018-01-11,LGA,SFO
42058,United,279,10:15AM,7:09PM,714,7.7,3.0,2018-01-11,EWR,SFO
42059,United,282,9:06AM,9:53PM,947,5.3,3.0,2018-01-11,LGA,SFO
42060,United,285,9:43AM,6:46PM,723,6.9,3.0,2018-01-11,EWR,SFO
42061,United,285,3:10PM,12:17AM,727,6.4,3.0,2018-01-11,EWR,SFO
42062,American,287,4:58PM,11:17PM,559,6.5,3.0,2018-01-11,EWR,SFO
42063,American,288,5:59PM,12:10AM,551,7.6,3.0,2018-01-11,EWR,SFO
42064,JetBlue,297,4:30PM,10:38PM,548,8.0,4.0,2018-01-11,JFK,SFO
42065,JetBlue,297,6:55PM,1:31AM,576,7.9,4.0,2018-01-11,JFK,SFO
42066,JetBlue,297,5:30PM,1:31AM,661,7.8,4.0,2018-01-11,LGA,SFO
42067,JetBlue,297,1:59PM,10:38PM,699,7.8,4.0,2018-01-11,LGA,SFO
42068,JetBlue,297,4:30PM,1:31AM,721,7.7,4.0,2018-01-11,JFK,SFO
42069,United,298,10:35AM,7:22PM,707,6.4,3.0,2018-01-11,LGA,SFO
42070,United,298,11:35AM,8:45PM,730,6.6,3.0,2018-01-11,LGA,SFO
42071,United,300,7:05AM,3:21PM,676,6.7,3.0,2018-01-11,EWR,SFO
42072,United,302,6:00AM,3:21PM,741,6.1,3.0,2018-01-11,LGA,SFO
42073,JetBlue,307,5:27PM,1:31AM,664,7.8,4.0,2018-01-11,EWR,SFO
42074,JetBlue,307,12:38PM,9:04PM,686,7.8,4.0,2018-01-11,JFK,SFO
42075,United,307,10:35AM,7:09PM,694,5.5,3.0,2018-01-11,LGA,SFO
42076,United,307,9:06AM,7:09PM,783,5.4,3.0,2018-01-11,LGA,SFO
42077,United,311,11:35AM,7:17PM,642,5.6,3.0,2018-01-11,LGA,SFO
42078,United,311,11:35AM,9:16PM,761,5.4,3.0,2018-01-11,LGA,SFO
42079,United,311,12:00PM,9:53PM,773,5.9,3.0,2018-01-11,LGA,SFO
42080,American,312,3:30PM,9:40PM,550,7.2,3.0,2018-01-11,JFK,SFO
